time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.720000000000003,1.41262430492,3.25488473949,21.9712913194,0.232475656807,6.15585980797,0.0,1.3170046536,3.08362008539,5.27219008457,0.164884528826,-0.138025077138,0.0,460.7144051049094,461.2532017049708,462.5596491332283,462.00654758652485
3.780000000000003,1.49400197331,3.44402160574,22.2877901108,0.242114748898,6.14750769098,0.0,1.39628310451,3.22164281556,5.27713737328,0.150465891553,-0.141663211946,0.0,447.3379126270108,447.02363105452747,446.9330583331427,445.7803658056302
3.840000000000003,1.5801734613,3.64139098723,22.6037191094,0.251042318438,6.13903945746,0.0,1.47679309458,3.35794723916,5.25334782683,0.145221838705,-0.140106652723,0.0,438.11007679453127,438.2206617769518,439.41728225378773,439.0033176190882
3.900000000000003,1.67153690182,3.84743759661,22.9195882196,0.259796605365,6.13070121677,0.0,1.56935402102,3.51083958047,5.2748487662,0.147235267974,-0.136792773365,0.0,453.7794806711462,454.02799570385116,455.24800546923404,455.42847049620946
3.960000000000003,1.76818758088,4.06209646565,23.2340634352,0.269162357337,6.1224465353,0.0,1.65297706817,3.64505267575,5.2073628865,0.169621594361,-0.139194787979,0.0,426.457246377473,426.2335577865688,426.0393899189477,427.97328136266856
4.020000000000002,1.87017624765,4.28524664893,23.5455449698,0.279929622265,6.11397636934,0.0,1.74730652979,3.79397377358,5.17476284885,0.194101711854,-0.145438756978,0.0,439.8670340502276,439.3307043201649,438.0435814785769,440.1059304642055
4.080000000000001,1.97817972057,4.51783374444,23.8561678982,0.292743980037,6.10496217851,0.0,1.85351018153,3.95975344389,5.17839409424,0.237074804292,-0.162143485766,0.0,454.2995287841577,452.9368260157636,450.2636301406863,453.76956174423213
4.14,2.09253653719,4.76028103678,24.1659366947,0.306623455844,6.09522460254,0.0,1.95913452775,4.12275019041,5.14637419947,0.216230812303,-0.162593105716,0.0,443.1506634482894,443.088533550751,444.0953354270337,442.4348715939965
4.199999999999998,2.21333799468,5.0126170481,24.473393462,0.320226806567,6.08571613204,0.0,2.0683070156,4.28928151644,5.10137827982,0.242097277927,-0.151308466301,0.0,441.02396237879884,441.93115883882336,438.89532516918933,441.08809445327313
4.259999999999997,2.34095099021,5.27530711891,24.778542119,0.33495789173,6.07632948212,0.0,2.18613717299,4.46796171253,5.06924199821,0.251594750599,-0.169439051385,0.0,448.1656075729667,446.6658344566983,446.2745832767211,447.1091464148529
4.319999999999996,2.47624217873,5.54963026101,25.0836293712,0.349606088975,6.06621529739,0.0,2.32432906561,4.67703043211,5.09879342405,0.221925593624,-0.166887768803,0.0,470.09083944554453,470.2630382208947,470.70588255617196,468.45887066845347
4.379999999999995,2.62027785625,5.8371296343,25.3914567045,0.362846524426,6.0563785186,0.0,2.47758228405,4.9069488189,5.16034134209,0.218050263452,-0.158638058424,0.0,482.72304815321314,483.3219966169484,484.0286165355779,483.7806774425253
4.439999999999993,2.77381720259,6.13881151384,25.7032917001,0.375846275235,6.04674544655,0.0,2.64104992881,5.14969023145,5.232221705,0.213737266567,-0.164675921407,0.0,491.4711961620044,491.00152763628427,490.00438008318,489.72518504187184
4.499999999999992,2.9361846312,6.45347709634,26.0147905007,0.388451199146,6.03724339663,0.0,2.77184655152,5.33975804814,5.15018939431,0.201547939877,-0.148064762597,0.0,443.17620253351686,444.51578866768824,443.71495533337946,442.756330954438
4.559999999999991,3.10703986259,6.780438418,26.3230751089,0.40136104879,6.02835827858,0.0,2.92387493118,5.55944885509,5.12461644866,0.233728251915,-0.148126358967,0.0,464.49119016313335,464.4668238392196,464.43546926472544,466.9954460010466
4.6199999999999894,3.28657128939,7.11985846257,26.6276025165,0.415291407138,6.01963551276,0.0,3.06104468637,5.75517296569,5.02536617511,0.228871229247,-0.140390486116,0.0,442.5491390261796,443.16573569480954,442.67150257275387,442.32543632453854
4.679999999999988,3.47506578804,7.47208248744,26.9281022323,0.428710561376,6.01189165779,0.0,3.22251850339,5.98611104592,4.9898284836,0.210393232104,-0.112782983533,0.0,466.6060117623306,468.74203105543137,467.5078505166849,466.1121207763912
4.739999999999987,3.67327064062,7.83817659383,27.2260154722,0.441746364576,6.00503992583,0.0,3.3846013166,6.21742184979,4.93926640271,0.22830745792,-0.117178967523,0.0,465.40909221519456,465.05379945567296,464.7613824826432,466.20764433524926
4.799999999999986,3.88148243691,8.21856587385,27.521319568,0.455003041258,5.99789219082,0.0,3.55605810849,6.46258420551,4.90261308607,0.199189304319,-0.123341300911,0.0,472.5014097084724,472.01407196003083,475.6274254577484,473.43555919911955
4.859999999999984,4.09846541587,8.61137103339,27.8093252242,0.467416444137,5.99038417336,0.0,3.67716258605,6.63140608225,4.69736087899,0.218998442601,-0.128979301826,0.0,415.27200729998594,414.7614896463129,414.2009710767343,415.9849092261702
4.919999999999983,4.32414437437,9.01640395514,28.0889018779,0.480518841294,5.98277727218,0.0,3.84576960622,6.86994835327,4.62046687336,0.217095134667,-0.122717526474,0.0,463.7452988488633,464.2231193772804,464.07051992977523,463.9660126150066
4.979999999999982,4.55887777513,9.4341282767,28.3604000865,0.493209738559,5.97543129748,0.0,3.97906418096,7.0546023824,4.4289981433,0.197020113562,-0.121870230593,0.0,424.5817489149128,424.64013269405143,425.1804846467297,423.50248355375635
5.0399999999999805,4.80160739,9.86288902381,28.6200994062,0.50528434726,5.96817629702,0.0,4.1123036846,7.23775060186,4.22725922207,0.208566173635,-0.119076446666,0.0,421.69216198429405,421.919460070311,420.90908391736525,421.94941264504155
